--,GEOID,STATE,COUNTY,TRACT,BLOCKGROUP,STUSAB,households,area_median_income,blkgrp_median_income_owners,blkgrp_median_income_renters,avg_hh_size_owners,avg_hh_size_renters,commuters_per_hh_owners,commuters_per_hh_renters,pct_renters,gross_hh_density,median_rooms_per_owner_unit,median_rooms_per_renter_unit,pct_detatched_single_family_uni,median_commute_distance,block_denstiy,employment_access_index,local_job_density,local_retail_job_density,retail_access_index,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type1_ht_own,hh_type1_h_own,hh_type1_t_own,hh_type1_autos_own,hh_type1_vmt_own,hh_type1_transit_trips_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t_rent,hh_type1_autos_rent,hh_type1_vmt_rent,hh_type1_transit_trips_rent,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type2_ht_own,hh_type2_h_own,hh_type2_t_own,hh_type2_autos_own,hh_type2_vmt_own,hh_type2_transit_trips_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t_rent,hh_type2_autos_rent,hh_type2_vmt_rent,hh_type2_transit_trips_rent,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type3_ht_own,hh_type3_h_own,hh_type3_t_own,hh_type3_autos_own,hh_type3_vmt_own,hh_type3_transit_trips_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t_rent,hh_type3_autos_rent,hh_type3_vmt_rent,hh_type3_transit_trips_rent,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type4_ht_own,hh_type4_h_own,hh_type4_t_own,hh_type4_autos_own,hh_type4_vmt_own,hh_type4_transit_trips_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t_rent,hh_type4_autos_rent,hh_type4_vmt_rent,hh_type4_transit_trips_rent,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type5_ht_own,hh_type5_h_own,hh_type5_t_own,hh_type5_autos_own,hh_type5_vmt_own,hh_type5_transit_trips_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t_rent,hh_type5_autos_rent,hh_type5_vmt_rent,hh_type5_transit_trips_rent,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type6_ht_own,hh_type6_h_own,hh_type6_t_own,hh_type6_autos_own,hh_type6_vmt_own,hh_type6_transit_trips_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t_rent,hh_type6_autos_rent,hh_type6_vmt_rent,hh_type6_transit_trips_rent,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type7_ht_own,hh_type7_h_own,hh_type7_t_own,hh_type7_autos_own,hh_type7_vmt_own,hh_type7_transit_trips_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t_rent,hh_type7_autos_rent,hh_type7_vmt_rent,hh_type7_transit_trips_rent,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips,hh_type8_ht_own,hh_type8_h_own,hh_type8_t_own,hh_type8_autos_own,hh_type8_vmt_own,hh_type8_transit_trips_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t_rent,hh_type8_autos_rent,hh_type8_vmt_rent,hh_type8_transit_trips_rent,Shape__Area,Shape__Length
180684,4.8491E+11,48,491,20110,1,TX,291,59646,131871.5746,17404.55324,3.09,5.2,1.26726,0.78996,0.03436,0.05449,9,3.5,100,15.7613,0.00674,3580.11843,0.06039,0.01929,388.12168,59646,4,2,70.48139,44.47685,26.00455,2.67007,32825.52,19.46126,71.39603,45.26708,26.12895,2.69,32825.52,20.15383,44.7801,22.2714,22.5087,2.11,32825.52,0,11720,1,1,298.14685,224.62616,73.5207,1.51591,20759.76,0,304.29184,230.37543,73.91641,1.53,20759.76,0,125.47268,63.07167,62.40101,1.12,20759.76,0,29823,1,1,120.94147,88.46974,32.47174,1.70591,21570.84,0,123.17218,90.53415,32.63803,1.72,21570.84,0,58.25867,30.45971,27.79896,1.31,21570.84,0,80522,1,1,46.98517,32.86186,14.12331,1.90591,23180.04,0,47.72262,33.53121,14.19141,1.92,23180.04,0,26.26289,14.0533,12.20959,1.51,23180.04,0,47717,2,0,73.3741,55.45237,17.92173,1.86973,9426.24,20.40882,74.6635,56.58361,18.07989,1.89,9426.24,21.06992,37.14208,23.66452,13.47756,1.3,9426.24,1.83217,29823,3,1,128.13821,88.67576,39.46245,2.17938,23972.76,22.99967,130.24098,90.53415,39.70683,2.2,23972.76,23.81817,69.05059,36.45509,32.59551,1.6,23972.76,0,47717,3,1,82.08495,55.50854,26.57641,2.26938,24945.84,22.11507,83.32094,56.58361,26.73733,2.29,24945.84,22.90208,47.35355,25.29916,22.05439,1.69,24945.84,0,89469,4,2,48.19368,29.69917,18.49452,2.75007,34212.24,18.57666,48.75955,30.17805,18.5815,2.77,34212.24,19.23775,32.29279,16.2425,16.0503,2.19,34212.24,0,0.002059313,0.347247431
180695,4.8332E+11,48,331,950800,2,TX,533,39170,45865.97473,25769.14036,2.39,2.35,1.08513,0.84632,0.35647,1.15526,5.7,4.7,87.41935,69.6401,0.15172,1398.15555,0.01534,0.00267,146.12573,39170,4,2,59.81235,25.25122,34.56112,2.2375,33192.72,0,63.15842,26.8675,36.29092,2.43,33192.72,0,53.7718,22.33342,31.43838,1.89,33192.72,0,11720,1,1,134.67076,65.65964,69.01112,1.22811,23157.36,0,149.50738,76.79181,72.71557,1.36,23157.36,0,107.88676,45.56314,62.32362,0.99,23157.36,0,19585,1,1,83.65209,40.44946,43.20264,1.32811,23409,0,91.37298,45.95354,45.41944,1.46,23409,0,69.71387,30.51315,39.20072,1.09,23409,0,52880,1,1,36.21515,17.69126,18.52389,1.52811,24197.4,0,39.14669,19.69743,19.44926,1.66,24197.4,0,30.92294,14.06959,16.85335,1.29,24197.4,0,31336,2,0,53.82078,30.99888,22.8219,1.43394,12335.76,0,60.06376,35.03957,25.02419,1.63,12335.76,0,42.55056,23.70437,18.84619,1.08,12335.76,0,19585,3,1,94.67446,42.58993,52.08453,1.74038,25598.16,0,101.39323,45.95354,55.43969,1.94,25598.16,0,82.54531,36.51774,46.02757,1.38,25598.16,0,31336,3,1,65.09735,30.25512,34.84224,1.83038,26237.52,0,70.05623,32.97166,37.08457,2.03,26237.52,0,56.14527,25.35103,30.79424,1.47,26237.52,0,58755,4,2,45.43833,20.88779,24.55054,2.3175,34170.12,0,47.47653,21.71049,25.76604,2.51,34170.12,0,41.75885,19.4026,22.35625,1.97,34170.12,0,0.000176176,0.08283339
180711,4.8491E+11,48,491,20809,1,TX,338,59646,104792,120945.5706,2.72,4,1.0503,1.50613,0,0.03652,7.5,7.5,81.36095,14.7149,0.00411,3771.12701,0.00432,0,347.12262,59646,4,2,60.18623,35.20773,24.9785,2.53,32244.48,37.55941,60.18623,35.20773,24.9785,2.53,32244.48,37.55941,52.13376,28.28689,23.84686,2.35,32244.48,18.32167,11720,1,1,248.14123,179.18089,68.96034,1.37,20437.92,5.4965,248.14123,179.18089,68.96034,1.37,20437.92,5.4965,148.80308,80.06826,68.73482,1.36,20437.92,22.90208,29823,1,1,101.01839,70.41545,30.60294,1.56,21308.4,2.74825,101.01839,70.41545,30.60294,1.56,21308.4,2.74825,69.16565,38.66814,30.49751,1.55,21308.4,12.82517,80522,1,1,39.46742,26.07983,13.38759,1.76,23036.4,0,39.46742,26.07983,13.38759,1.76,23036.4,0,31.22746,17.8386,13.38886,1.76,23036.4,2.74825,47717,2,0,60.65825,44.00947,16.64878,1.73,8864.64,38.4755,60.65825,44.00947,16.64878,1.73,8864.64,38.4755,45.22226,30.05218,15.17008,1.54,8864.64,36.64333,29823,3,1,107.92628,70.41545,37.51083,2.04,23394.96,42.13983,107.92628,70.41545,37.51083,2.04,23394.96,42.13983,81.4544,46.31325,35.14115,1.84,23394.96,34.81116,47717,3,1,69.32689,44.00947,25.31741,2.13,24415.56,40.30766,69.32689,44.00947,25.31741,2.13,24415.56,40.30766,55.94662,32.11434,23.83228,1.94,24415.56,30.23075,89469,4,2,42.55245,24.75941,17.79303,2.61,33689.52,36.64333,42.55245,24.75941,17.79303,2.61,33689.52,36.64333,37.62919,20.62837,17.00082,2.43,33689.52,14.65733,0.003546045,0.354301907
180712,4.8491E+11,48,491,20809,2,TX,947,59646,53786.18385,62077.26444,2.57,4.13,1.38916,1.99206,0.16895,0.83049,6.2,6.1,100,19.8164,0.02543,4313.12874,0.02826,0.00586,448.12281,59646,4,2,52.89533,28.332,24.56333,2.47918,31929.12,23.34126,53.41049,28.46796,24.94253,2.54,31929.12,24.73425,50.36136,27.66321,22.69814,2.18,31929.12,16.4895,11720,1,1,179.6134,110.43046,69.18294,1.3479,21008.16,3.40508,185.26144,115.18771,70.07372,1.38,21008.16,0,151.83211,87.03072,64.80139,1.19,21008.16,20.15383,29823,1,1,73.32134,42.95566,30.36568,1.5379,21351.6,1.85732,76.00932,45.26708,30.74224,1.57,21351.6,0,60.09984,31.58636,28.51348,1.38,21351.6,10.993,80522,1,1,33.86513,20.78853,13.0766,1.73959,22034.16,0,34.07256,20.84896,13.2236,1.77,22034.16,0,32.84483,20.49129,12.35353,1.59,22034.16,0,47717,2,0,52.98159,36.68971,16.29188,1.67749,9033.12,27.1981,53.89556,37.11885,16.77672,1.74,9033.12,25.65033,48.48596,34.57887,13.90708,1.37,9033.12,34.81116,29823,3,1,81.06936,44.00939,37.05997,1.9858,23753.52,29.17246,83.08384,45.26708,37.81676,2.05,23753.52,28.39858,71.16066,37.82316,33.3375,1.67,23753.52,32.979,47717,3,1,59.74753,34.87146,24.87607,2.07749,24350.76,27.63727,60.29294,34.93095,25.36199,2.14,24350.76,27.4825,57.06479,34.57887,22.48592,1.77,24350.76,28.39858,89469,4,2,39.63476,22.22076,17.41399,2.56087,32854.68,21.96085,40.66099,22.98897,17.67202,2.62,32854.68,23.81817,34.58697,18.44214,16.14483,2.27,32854.68,12.82517,0.000434771,0.113482782
180713,4.8491E+11,48,491,20406,1,TX,1317,59646,87698.82544,39927.84267,2.01,2.29,1.80647,1.34988,0.87699,5.0774,5.4,3.8,11.09531,9.65476,0.05012,25340.1092,3.38592,0.27083,2548.12068,59646,4,2,45.04887,28.272,16.77687,1.72027,21000.6,116.62638,52.04717,32.61241,19.43476,2.15,21000.6,92.52441,44.06729,27.66321,16.40408,1.66,21000.6,120.00691,11720,1,1,113.562,74.78018,38.78182,0.70936,12402.72,116.69941,161.67282,115.18771,46.48511,0.99,12402.72,60.4615,106.81399,69.11263,37.70136,0.67,12402.72,124.58733,29823,1,1,51.49853,33.41033,18.0882,0.89936,12831.48,107.52397,66.60529,45.26708,21.33821,1.18,12831.48,57.71325,49.37966,31.74731,17.63235,0.86,12831.48,114.51041,80522,1,1,29.21002,20.90925,8.30077,1.10813,13683.6,98.34853,33.48395,23.88912,9.59483,1.38,13683.6,54.965,28.61056,20.49129,8.11927,1.07,13683.6,104.43349,47717,2,0,42.91077,35.55639,7.35439,0.9115,457.92,132.80704,53.25872,42.52572,10.733,1.35,457.92,93.44049,41.45937,34.57887,6.8805,0.85,457.92,138.32858,29823,3,1,61.98779,39.65767,22.33012,1.21273,13728.96,131.53829,78.86754,51.30269,27.56486,1.66,13728.96,96.18874,59.62024,38.02434,21.5959,1.15,13728.96,136.49641,47717,3,1,50.68744,35.24705,15.4404,1.3115,14394.24,127.40861,58.83555,40.0109,18.82465,1.75,14394.24,95.27266,49.54459,34.57887,14.96572,1.25,14394.24,131.91599,89469,4,2,31.17456,19.06083,12.11374,1.80904,22010.4,113.3001,37.40782,23.47182,13.936,2.23,22010.4,91.60833,30.30029,18.44214,11.85815,1.75,22010.4,116.34258,9.92E-05,0.05536295
180714,4.8491E+11,48,491,20504,4,TX,935,59646,63921.90176,47180.78385,3.82,2,1.65319,1.2953,0.84492,0.71088,5.8,3.9,13.58025,12.3846,0.01521,24029.11533,0.56986,0.01848,1677.12135,59646,4,2,46.75317,28.3465,18.40668,1.85374,23902.56,68.58378,53.29161,32.06921,21.2224,2.31,23902.56,32.979,45.55308,27.66321,17.88987,1.77,23902.56,75.11883,11720,1,1,125.28224,80.54242,44.73982,0.83738,14092.92,67.33947,140.33679,87.03072,53.30608,1.15,14092.92,0,122.51907,79.35154,43.16753,0.78,14092.92,79.69925,29823,1,1,52.44051,31.71869,20.72182,1.02738,14900.76,58.82528,64.01213,39.67408,24.33805,1.34,14900.76,0,50.31661,30.25853,20.05809,0.97,14900.76,69.62233,80522,1,1,30.41035,20.95814,9.45221,1.22738,16504.56,49.53708,34.44205,23.50165,10.9404,1.54,16504.56,0,29.67036,20.49129,9.17906,1.17,16504.56,58.62933,47717,2,0,44.6009,35.70207,8.89883,1.03684,2158.92,84.20618,54.35994,41.82157,12.53837,1.51,2158.92,33.89508,42.80969,34.57887,8.23081,0.95,2158.92,93.44049,29823,3,1,63.47645,38.41639,25.06006,1.34684,15840.36,83.08434,81.00396,50.41746,30.58649,1.82,15840.36,36.64333,60.25938,36.21366,24.04572,1.26,15840.36,91.60833,47717,3,1,52.5608,35.31987,17.24093,1.43684,16811.28,79.07219,60.24295,39.35704,20.8859,1.91,16811.28,35.72725,51.15078,34.57887,16.57191,1.35,16811.28,87.02791,89469,4,2,32.48295,19.22215,13.2608,1.93374,25286.04,65.34564,38.70362,23.47182,15.23181,2.39,25286.04,32.06291,31.34118,18.44214,12.89903,1.85,25286.04,71.4545,0.000503412,0.124057182
180715,4.8491E+11,48,491,20404,1,TX,682,59646,67199.65743,88032.43828,2.33,1.7,1.15308,1.90057,0.08944,3.65991,5.7,5.1,79.61877,14.385,0.12343,15410.10708,1.16832,0.10088,2148.12045,59646,4,2,51.61915,30.19811,21.42104,2.19496,27032.4,64.12583,52.2176,30.64078,21.57682,2.22,27032.4,64.12583,45.52677,25.69158,19.83519,1.94,27032.4,64.12583,11720,1,1,169.04717,112.66927,56.3779,1.05927,17789.76,34.50625,171.85638,115.18771,56.66867,1.07,17789.76,31.14683,140.44845,87.03072,53.41773,0.95,17789.76,68.70625,29823,1,1,69.20718,44.36014,24.84704,1.24016,17781.12,31.93665,70.22696,45.26708,24.95988,1.25,17781.12,29.31467,58.82548,35.12725,23.69823,1.14,17781.12,58.62933,80522,1,1,32.62307,21.88505,10.73802,1.44016,17764.92,28.5329,33.22823,22.44356,10.78467,1.45,17764.92,26.56642,26.46244,16.1993,10.26314,1.34,17764.92,48.55241,47717,2,0,51.81055,38.82694,12.98361,1.39317,5875.2,66.68065,53.15156,39.9606,13.19096,1.42,5875.2,65.04191,38.15861,27.28587,10.87274,1.12,5875.2,83.36358,29823,3,1,79.15181,47.61713,31.53468,1.70317,19838.52,68.93728,80.01412,48.16417,31.84995,1.73,19838.52,67.79016,70.37328,42.04808,28.3252,1.43,19838.52,80.61533,47717,3,1,58.10974,36.84314,21.26661,1.80227,20150.64,67.69345,59.07821,37.59666,21.48155,1.83,20150.64,66.87408,48.25042,29.17199,19.07842,1.52,20150.64,76.03491,89469,4,2,38.69897,23.47182,15.22715,2.28406,27611.28,62.96394,38.81191,23.47182,15.34009,2.31,27611.28,63.20975,37.54917,23.47182,14.07735,2.02,27611.28,60.4615,7.09E-05,0.039157091
180716,4.8491E+11,48,491,21100,1,TX,444,59646,47619.02981,32921.84672,2.5,2.35,1.47408,1.0245,0.42117,1.51582,6.2,4.2,80.85106,29.1134,0.26288,5326.13914,2.12098,0.20177,514.12394,59646,4,2,47.41857,25.5565,21.86207,2.21257,28296,16.4895,50.96005,27.68333,23.27672,2.44,28296,16.4895,42.5514,22.63354,19.91787,1.9,28296,16.4895,11720,1,1,126.68969,67.64966,59.04002,1.12417,18407.52,8.87404,140.18041,76.79181,63.3886,1.28,18407.52,0,108.14896,55.08532,53.06364,0.91,18407.52,21.06992,29823,1,1,57.23408,31.03908,26.195,1.30838,18789.84,4.62993,62.22077,34.24203,27.97874,1.46,18789.84,0,50.3807,26.63716,23.74354,1.1,18789.84,10.993,80522,1,1,30.24605,18.79275,11.4533,1.51259,19550.16,0.38583,32.43341,20.26775,12.16566,1.66,19550.16,0,27.23989,16.7656,10.47428,1.31,19550.16,0.91608,47717,2,0,46.54262,32.80433,13.73829,1.40257,7875.36,24.20606,51.58834,36.08777,15.50057,1.63,7875.36,16.4895,39.60813,28.2918,11.31633,1.09,7875.36,34.81116,29823,3,1,70.72939,38.599,32.1304,1.70836,20867.76,25.55542,78.35428,43.49663,34.85765,1.94,20867.76,20.15383,60.25027,31.86802,28.38225,1.39,20867.76,32.979,47717,3,1,53.32698,31.56703,21.75996,1.80836,21496.32,23.09603,57.50817,33.95016,23.558,2.04,21496.32,19.23775,47.58065,28.2918,19.28885,1.49,21496.32,28.39858,89469,4,2,34.84726,19.28909,15.55816,2.29257,29259.36,14.41593,38.89322,22.34517,16.54805,2.52,29259.36,15.57342,29.28675,15.08903,14.19773,1.98,29259.36,12.82517,0.000111071,0.049394082
180717,4.8491E+11,48,491,20506,1,TX,1030,59646,92538.43078,61083.99043,3.44,4.23,1.40743,1.29886,0.17573,2.27831,6.7,7.3,92.97597,12.7863,0.09069,11942.11564,0.64303,0.17904,1530.12138,59646,4,2,52.74574,30.14733,22.59842,2.3531,27747.36,47.04221,52.98569,30.15793,22.82776,2.39,27747.36,46.72025,51.62026,30.09758,21.52268,2.18,27747.36,48.55241,11720,1,1,197.45116,136.28682,61.16434,1.23121,17790.84,20.50248,202.1746,140.78498,61.38962,1.24,17790.84,13.74125,175.29535,115.18771,60.10764,1.19,17790.84,52.21675,29823,1,1,80.51394,53.55871,26.95523,1.41297,17934.48,16.62736,82.35757,55.32643,27.03115,1.42,17934.48,10.993,71.86618,45.26708,26.59911,1.38,17934.48,43.05591,80522,1,1,33.20937,21.53855,11.67082,1.61473,18218.52,13.18537,33.78033,22.08589,11.69444,1.62,18218.52,9.16083,30.53124,18.97121,11.56003,1.59,18218.52,32.06291,47717,2,0,52.35111,38.03705,14.31406,1.55134,6192.72,50.26184,53.94378,39.33189,14.61188,1.59,6192.72,46.72025,44.88055,31.96345,12.9171,1.37,6192.72,66.87408,29823,3,1,87.83637,54.25873,33.57765,1.85958,20217.6,52.96029,89.37788,55.32643,34.05146,1.9,20217.6,50.38458,80.60575,49.25058,31.35518,1.67,20217.6,65.04191,47717,3,1,59.0857,36.49373,22.59197,1.95134,20651.76,51.40028,59.88415,36.99311,22.89105,1.99,20651.76,49.4685,55.34046,34.15135,21.18911,1.77,20651.76,60.4615,89469,4,2,40.27009,24.20148,16.06861,2.44134,28474.2,45.4822,40.59397,24.35704,16.23693,2.48,28474.2,45.80416,38.75091,23.47182,15.27909,2.26,28474.2,43.972,0.000173085,0.089408504
180718,4.8491E+11,48,491,20411,1,TX,962,59646,96361.83943,66435.74929,2.87,4.94,1.35966,1.47778,0.01767,0.55086,6.7,4.3,97.921,10.6245,0.0189,22943.11052,0.4373,0.00227,1952.12083,59646,4,2,54.98993,31.84788,23.14205,2.36364,29440.8,37.33277,54.78824,31.60648,23.18176,2.37,29440.8,37.55941,66.20158,45.26708,20.93451,2.01,29440.8,24.73425,11720,1,1,203.9454,142.36818,61.57722,1.20664,18561.96,5.90121,202.45522,140.78498,61.67024,1.21,18561.96,5.4965,286.78207,230.37543,56.40665,1.02,18561.96,28.39858,29823,1,1,83.24204,55.9486,27.29344,1.39664,18892.44,3.03964,82.65913,55.32643,27.3327,1.4,18892.44,2.74825,115.64497,90.53415,25.11082,1.21,18892.44,19.23775,80522,1,1,35.18741,23.32754,11.85987,1.59682,19548,0.1457,35.01916,23.14399,11.87518,1.6,19548,0,44.54013,33.53121,11.00893,1.42,19548,8.24475,47717,2,0,55.97864,41.48955,14.48909,1.56346,6444.36,38.55644,55.75788,41.21801,14.53987,1.57,6444.36,38.4755,68.25026,56.58361,11.66666,1.2,6444.36,43.05591,29823,3,1,90.2699,55.9486,34.3213,1.87328,21258.72,42.12364,89.727,55.32643,34.40058,1.88,21258.72,42.13983,120.4486,90.53415,29.91445,1.5,21258.72,41.22375,47717,3,1,62.19686,39.09327,23.10358,1.96346,21844.08,40.24291,61.9331,38.77863,23.15447,1.97,21844.08,40.30766,76.85843,56.58361,20.27482,1.6,21844.08,36.64333,89469,4,2,42.0261,25.59299,16.4331,2.44364,30353.4,36.35194,41.97141,25.51051,16.4609,2.45,30353.4,36.64333,45.06596,30.17805,14.88791,2.09,30353.4,20.15383,0.000669378,0.156113992
180719,4.8491E+11,48,491,20410,3,TX,400,59646,122163.592,56262.44232,2.02,4.32,1.72912,1.73207,0.2975,4.0191,6.1,6.6,100,17.9969,0.16076,28414.10986,0.73962,0.07684,2471.12075,59646,4,2,51.25602,29.9837,21.27232,2.19968,26418.96,59.79505,52.08895,30.31888,21.77007,2.28,26418.96,56.79716,49.28917,29.19223,20.09694,2.01,26418.96,66.87408,11720,1,1,178.06824,122.8029,55.26533,1.09025,16452.72,37.71744,171.24442,115.18771,56.05671,1.12,16452.72,23.81817,194.18161,140.78498,53.39662,1.02,16452.72,70.53841,29823,1,1,72.79916,48.25973,24.53943,1.27323,16558.56,33.06145,70.10754,45.26708,24.84046,1.3,16558.56,21.06992,79.15502,55.32643,23.82859,1.21,16558.56,61.37758,80522,1,1,31.76113,21.07455,10.68658,1.47323,16769.16,27.86038,33.0167,22.20511,10.81159,1.5,16769.16,18.32167,28.7963,18.40491,10.39139,1.41,16769.16,50.38458,47717,2,0,49.63847,36.97915,12.65932,1.38968,5046.84,65.24574,52.78519,39.50793,13.27726,1.47,5046.84,56.79716,42.20797,31.00782,11.20016,1.2,5046.84,85.19575,29823,3,1,80.88155,49.92747,30.95408,1.6967,18960.48,67.27487,79.5698,47.64108,31.92872,1.78,18960.48,60.4615,83.97904,55.32643,28.65261,1.5,18960.48,83.36358,47717,3,1,56.93006,35.98975,20.9403,1.7967,19365.48,64.6251,58.77758,37.19429,21.58329,1.88,19365.48,58.62933,52.56742,33.14542,19.422,1.6,19365.48,78.78316,89469,4,2,38.58203,23.47182,15.11021,2.27968,27110.16,57.41781,38.93045,23.47182,15.45863,2.36,27110.16,54.965,37.75929,23.47182,14.28747,2.09,27110.16,63.20975,3.78E-05,0.028120806
180720,4.8491E+11,48,491,21507,3,TX,1142,59646,106581.6892,43336.94353,3.13,3.41,1.93708,1.16201,0.24081,3.97767,6.8,5.6,98.01382,13.1142,0.13236,10190.12183,0.26786,0.01362,1437.12206,59646,4,2,51.38462,29.19061,22.194,2.3009,27459,51.33436,52.42384,29.67508,22.74875,2.39,27459,52.21675,48.10824,27.66321,20.44503,2.02,27459,48.55241,11720,1,1,174.63077,115.18771,59.44306,1.18425,17506.8,27.17928,175.89056,115.18771,60.70285,1.23,17506.8,19.23775,170.65901,115.18771,55.4713,1.04,17506.8,52.21675,29823,1,1,71.56983,45.26708,26.30275,1.37425,17578.08,23.36173,72.10239,45.26708,26.83532,1.42,17578.08,17.40558,69.8908,45.26708,24.62373,1.23,17578.08,42.13983,80522,1,1,32.80266,21.43036,11.37229,1.57425,17720.64,18.84869,33.31973,21.72822,11.59151,1.62,17720.64,14.65733,31.17245,20.49129,10.68116,1.43,17720.64,32.06291,47717,2,0,51.38075,37.69094,13.68981,1.4909,5748.84,55.74631,53.05784,38.67804,14.3798,1.58,5748.84,52.21675,46.09333,34.57887,11.51446,1.21,5748.84,66.87408,29823,3,1,78.54924,45.84062,32.70862,1.79849,19947.6,58.08706,80.42102,46.63515,33.78587,1.89,19947.6,55.88108,72.64801,43.33568,29.31233,1.51,19947.6,65.04191,47717,3,1,58.02132,35.95353,22.06779,1.89849,20324.52,56.06799,59.16795,36.38955,22.7784,1.99,20324.52,54.965,54.40631,34.57887,19.82744,1.61,20324.52,59.54541,89469,4,2,38.01013,22.26064,15.74948,2.38331,28115.64,49.53588,39.59917,23.47182,16.12735,2.47,28115.64,51.30066,33.00032,18.44214,14.55818,2.11,28115.64,43.972,0.000108776,0.052919945
180721,4.8491E+11,48,491,21504,1,TX,515,59646,104085.3349,54721.75527,3.03,2.19,1.45857,1.40487,0.58447,0.88314,7.9,4,52.13115,11.8216,0.06859,9560.12171,1.17236,0.38457,1482.12204,59646,4,2,49.42512,28.52879,20.89633,2.17517,25745.04,10.38643,58.24763,35.20773,23.0399,2.52,25745.04,8.24475,43.15263,23.7803,19.37233,1.93,25745.04,11.90908,11720,1,1,180.23027,125.32224,54.90802,1.11452,15815.52,9.63755,240.95279,179.18089,61.7719,1.36,15815.52,0,137.05878,87.03072,50.02806,0.94,15815.52,16.4895,29823,1,1,73.07083,48.26207,24.80876,1.30621,16412.76,3.74794,97.97882,70.41545,27.56337,1.54,16412.76,0,55.36216,32.51182,22.85034,1.14,16412.76,6.41258,80522,1,1,30.60833,19.59947,11.00886,1.50621,17598.6,0,38.21875,26.07983,12.13892,1.74,17598.6,0,25.19761,14.99218,10.20543,1.34,17598.6,0,47717,2,0,45.38458,33.05923,12.32535,1.36517,4741.2,21.47548,59.00633,44.00947,14.99686,1.71,4741.2,9.16083,35.70001,25.27401,10.426,1.12,4741.2,30.23075,29823,3,1,82.05244,52.02485,30.02759,1.66932,18004.68,21.9273,104.5706,70.41545,34.15515,2.02,18004.68,12.82517,66.04285,38.9498,27.09305,1.42,18004.68,28.39858,47717,3,1,54.56451,34.07342,20.49109,1.76932,18804.96,18.48887,67.22128,44.00947,23.21181,2.12,18804.96,10.993,45.566,27.00924,18.55676,1.52,18804.96,23.81817,89469,4,2,35.71439,20.74205,14.97234,2.26101,26921.16,7.86409,41.97076,25.52392,16.44683,2.6,26921.16,7.32867,31.26634,17.34232,13.92402,2.02,26921.16,8.24475,0.00022286,0.097564763
